date,customer_id,category,sub_category,price
2021-11-17,784,Accessories,GPS,135.9
2022-04-16,784,Riders gears,Shoes,63.7
2022-09-13,784,Riders gears,Helmets,112.0
2023-02-10,784,Accessories,Pumps,40.5
2020-09-25,785,Riders gears,Jackets,103.5
2021-02-07,785,Riders gears,Shoes,63.1
2021-06-22,785,Riders gears,Gloves,32.3
2022-07-30,785,Bikes,eBikes,1631.7
2022-03-19,785,Riders gears,Gloves,10.0
2022-08-01,785,Riders gears,Jackets,83.3
2022-08-23,785,Bikes,eBikes,3146.9
2020-06-23,786,Accessories,Pumps,28.5
2020-10-19,786,Riders gears,Jackets,97.3
2021-02-14,786,Riders gears,Gloves,15.6
2021-06-12,786,Riders gears,Shoes,75.4
2021-10-08,786,Accessories,GPS,108.5
2022-02-03,786,Accessories,Locks,47.8
2022-06-01,786,Riders gears,Gloves,24.4
2022-09-27,786,Bikes,Mountain Bikes,1035.7
2023-01-23,786,Riders gears,Helmets,154.0
2019-03-12,787,Riders gears,Helmets,133.5
2019-06-12,787,Riders gears,Jackets,78.9
2019-09-12,787,Accessories,GPS,138.3
2019-12-13,787,Accessories,GPS,109.0
2020-03-14,787,Riders gears,Helmets,172.8
2020-06-14,787,Accessories,Locks,30.1
2020-09-14,787,Riders gears,Gloves,25.3
2020-12-15,787,Riders gears,Shoes,80.0
2021-03-17,787,Accessories,Locks,25.9
2021-06-17,787,Accessories,Locks,37.9
2021-09-17,787,Riders gears,Shoes,83.3
2021-12-18,787,Accessories,Pumps,41.3
2022-03-20,787,Riders gears,Jackets,111.2
2022-06-20,787,Riders gears,Gloves,11.0
2022-09-20,787,Riders gears,Shoes,57.9
2022-12-21,787,Accessories,Locks,48.9
2020-09-01,788,Riders gears,Jackets,169.4
2020-11-01,788,Accessories,Locks,31.2
2021-01-01,788,Accessories,GPS,120.1
2021-03-03,788,Accessories,Locks,38.7
2021-05-03,788,Riders gears,Gloves,14.2
2021-07-03,788,Accessories,Pumps,39.5
2021-09-02,788,Riders gears,Helmets,107.2
2021-11-02,788,Accessories,Locks,52.4
2022-01-02,788,Riders gears,Helmets,97.1
2022-03-04,788,Riders gears,Helmets,95.4
2022-05-04,788,Riders gears,Helmets,170.5
2022-07-04,788,Riders gears,Shoes,97.9
2022-09-03,788,Riders gears,Jackets,10.0
2022-11-03,788,Accessories,Locks,41.3
2023-01-03,788,Bikes,Mountain Bikes,1431.7
2020-01-01,789,Riders gears,Jackets,14.6
2020-04-10,789,Riders gears,Jackets,87.6
2020-07-19,789,Riders gears,Gloves,43.8
2020-10-27,789,Accessories,Locks,41.4
2022-08-06,789,Bikes,eBikes,2649.8
2021-05-15,789,Riders gears,Helmets,137.3
2021-08-23,789,Riders gears,Shoes,60.0
2021-12-01,789,Riders gears,Gloves,23.1
2022-03-11,789,Accessories,Locks,32.5
2022-06-19,789,Riders gears,Jackets,112.8
2022-09-27,789,Accessories,GPS,141.5
2023-01-05,789,Riders gears,Gloves,17.4
2022-03-05,790,Accessories,GPS,155.2
2022-09-02,790,Riders gears,Jackets,90.3
2019-09-29,791,Riders gears,Helmets,157.0
2020-01-25,791,Riders gears,Shoes,48.9
2020-05-22,791,Accessories,Locks,36.7
2020-09-17,791,Accessories,Pumps,36.6
2021-01-13,791,Riders gears,Helmets,143.8
2021-05-11,791,Accessories,Locks,32.5
2021-09-06,791,Accessories,Pumps,37.0
2022-01-02,791,Riders gears,Gloves,25.0
2022-04-30,791,Accessories,Locks,45.5
2022-08-26,791,Riders gears,Gloves,22.5
2022-12-22,791,Riders gears,Helmets,94.1
2021-04-13,792,Riders gears,Helmets,111.7
2021-09-26,792,Accessories,GPS,115.8
2022-03-11,792,Riders gears,Gloves,11.3
2022-08-24,792,Accessories,Locks,45.7
2023-02-06,792,Accessories,Locks,23.7
2020-11-03,793,Accessories,Locks,26.1
2020-01-28,794,Riders gears,Helmets,87.8
2020-05-01,794,Accessories,Locks,37.2
2020-08-03,794,Accessories,Pumps,43.7
2020-11-05,794,Bikes,Mountain Bikes,722.9
2021-02-07,794,Riders gears,Jackets,95.7
2021-05-12,794,Riders gears,Gloves,24.5
2022-08-22,794,Bikes,eBikes,950.1
2021-11-16,794,Riders gears,Jackets,88.1
2022-02-18,794,Riders gears,Jackets,63.9
2022-05-23,794,Accessories,GPS,191.6
2022-08-25,794,Riders gears,Jackets,124.2
2022-11-27,794,Riders gears,Shoes,78.3
2020-01-20,795,Accessories,Locks,48.3
2020-04-02,795,Riders gears,Shoes,69.2
2020-06-14,795,Riders gears,Gloves,16.7
2020-08-26,795,Riders gears,Jackets,68.6
2020-11-07,795,Riders gears,Jackets,101.7
2022-09-23,795,Bikes,eBikes,2254.0
2021-04-02,795,Accessories,Pumps,48.9
2021-06-14,795,Accessories,Locks,50.7
2022-07-09,795,Bikes,eBikes,1481.6
2021-11-07,795,Accessories,Pumps,43.2
2022-01-19,795,Riders gears,Shoes,53.7
2022-04-02,795,Riders gears,Helmets,118.9
2022-06-14,795,Accessories,Locks,27.0
2022-08-26,795,Riders gears,Gloves,26.3
2022-11-07,795,Bikes,Mountain Bikes,1004.3
2023-01-19,795,Accessories,GPS,180.8
2021-03-06,796,Accessories,Locks,37.9
2021-05-21,796,Riders gears,Helmets,138.7
2021-08-05,796,Accessories,Locks,35.3
2021-10-20,796,Riders gears,Helmets,142.6
2022-01-04,796,Riders gears,Shoes,95.9
2022-03-21,796,Bikes,Mountain Bikes,1078.9
2022-06-05,796,Bikes,Mountain Bikes,841.7
2022-08-20,796,Riders gears,Shoes,114.4
2022-11-04,796,Bikes,Mountain Bikes,714.0
2023-01-19,796,Riders gears,Gloves,26.7
2020-10-13,797,Accessories,Locks,52.3
2021-03-26,797,Accessories,GPS,98.3
2021-09-06,797,Accessories,Pumps,43.7
2022-02-17,797,Bikes,Mountain Bikes,884.2
2022-07-31,797,Bikes,Mountain Bikes,526.2
2023-01-11,797,Riders gears,Helmets,138.6
2020-09-29,798,Accessories,Locks,50.7
2021-01-05,798,Accessories,Pumps,34.1
2021-04-13,798,Riders gears,Helmets,113.0
2021-07-20,798,Accessories,GPS,154.1
2021-10-26,798,Riders gears,Shoes,48.9
2022-02-01,798,Riders gears,Shoes,41.7
2022-05-10,798,Riders gears,Jackets,23.1
2022-08-16,798,Accessories,Locks,35.7
2022-11-22,798,Accessories,GPS,189.7
2020-04-15,799,Riders gears,Helmets,132.5
2020-07-25,799,Riders gears,Helmets,223.3
2020-11-03,799,Accessories,Pumps,34.7
2021-02-12,799,Accessories,GPS,116.2
2021-05-24,799,Accessories,Pumps,41.0
2021-09-02,799,Accessories,GPS,139.7
2021-12-12,799,Accessories,Locks,45.4
2022-03-23,799,Accessories,GPS,152.8
2022-07-02,799,Riders gears,Gloves,21.3
2022-10-11,799,Riders gears,Jackets,84.1
2023-01-20,799,Riders gears,Helmets,112.7
2021-03-04,800,Bikes,Mountain Bikes,746.1
2021-08-02,800,Accessories,Pumps,35.3
2021-12-31,800,Bikes,Mountain Bikes,996.2
2022-05-31,800,Accessories,Locks,44.1
2022-10-29,800,Riders gears,Jackets,75.2
2018-11-20,801,Accessories,Pumps,47.0
2022-06-14,801,Bikes,eBikes,1380.5
2019-04-03,801,Riders gears,Helmets,138.4
2019-06-09,801,Accessories,Locks,26.3
2022-08-29,801,Bikes,eBikes,1251.7
2019-10-21,801,Riders gears,Jackets,147.9
2019-12-27,801,Riders gears,Shoes,66.2
2020-03-03,801,Riders gears,Jackets,59.9
2020-05-09,801,Riders gears,Shoes,75.3
2020-07-15,801,Riders gears,Shoes,68.8
2020-09-20,801,Accessories,Locks,30.2
2020-11-26,801,Riders gears,Helmets,163.7
2021-02-01,801,Riders gears,Gloves,19.8
2021-04-09,801,Bikes,Mountain Bikes,984.5
2021-06-15,801,Bikes,Mountain Bikes,927.2
2021-08-21,801,Bikes,Mountain Bikes,1104.5
2021-10-27,801,Accessories,Locks,55.7
2022-01-02,801,Accessories,Locks,67.8
2022-03-10,801,Accessories,Pumps,38.2
2022-05-16,801,Riders gears,Helmets,114.1
2022-07-22,801,Accessories,Locks,20.1
2022-09-27,801,Riders gears,Helmets,139.8
2022-12-03,801,Accessories,Pumps,43.0
2023-02-08,801,Riders gears,Gloves,22.0
2021-07-10,802,Accessories,GPS,155.8
2021-11-20,802,Riders gears,Jackets,133.9
2022-04-02,802,Accessories,Locks,36.4
2022-08-13,802,Riders gears,Helmets,136.3
2022-12-24,802,Riders gears,Shoes,58.5
2020-11-08,803,Riders gears,Helmets,103.6
2021-04-02,803,Bikes,Mountain Bikes,1422.3
2021-08-25,803,Riders gears,Jackets,69.6
2022-01-17,803,Accessories,Locks,37.0
2022-06-11,803,Accessories,Locks,29.5
2022-11-03,803,Riders gears,Helmets,133.1
2019-12-21,804,Accessories,Locks,37.8
2020-05-19,804,Bikes,Mountain Bikes,654.9
2020-10-16,804,Riders gears,Gloves,27.6
2021-03-15,804,Riders gears,Jackets,102.8
2021-08-12,804,Riders gears,Shoes,71.2
2022-01-09,804,Accessories,GPS,166.3
2022-06-08,804,Riders gears,Gloves,10.0
2022-11-05,804,Riders gears,Helmets,118.6
2020-01-14,805,Riders gears,Jackets,94.4
2020-04-17,805,Accessories,Locks,37.4
2020-07-20,805,Riders gears,Gloves,26.2
2020-10-22,805,Accessories,GPS,112.1
2021-01-24,805,Riders gears,Gloves,31.2
2021-04-28,805,Accessories,Locks,34.0
2021-07-31,805,Accessories,Locks,24.7
2021-11-02,805,Riders gears,Gloves,12.7
2022-02-04,805,Accessories,Locks,35.4
2022-05-09,805,Riders gears,Gloves,38.2
2022-08-11,805,Accessories,Locks,39.9
2022-11-13,805,Riders gears,Jackets,131.1
2023-02-15,805,Accessories,Locks,37.8
2020-09-19,806,Riders gears,Gloves,16.0
2020-12-18,806,Bikes,Mountain Bikes,811.1
2021-03-18,806,Riders gears,Helmets,139.9
2021-06-16,806,Accessories,Locks,55.0
2021-09-14,806,Riders gears,Shoes,71.7
2021-12-13,806,Accessories,Locks,22.8
2022-03-13,806,Riders gears,Jackets,17.3
2022-06-11,806,Riders gears,Shoes,11.6
2022-09-09,806,Riders gears,Gloves,12.2
2022-12-08,806,Bikes,Roads,3934.4
2021-01-10,807,Riders gears,Shoes,100.3
2021-06-27,807,Riders gears,Helmets,150.8
2021-12-12,807,Riders gears,Shoes,22.2
2022-05-29,807,Bikes,Mountain Bikes,962.8
2022-11-13,807,Accessories,Locks,29.8
2018-09-03,808,Accessories,Locks,43.8
2019-01-15,808,Accessories,Locks,54.5
2019-05-29,808,Riders gears,Helmets,141.6
2019-10-10,808,Riders gears,Helmets,96.2
2020-02-21,808,Bikes,Roads,3444.3
2020-07-04,808,Riders gears,Jackets,121.0
2020-11-15,808,Accessories,GPS,142.4
2021-03-29,808,Riders gears,Jackets,49.0
2021-08-10,808,Riders gears,Jackets,139.7
2021-12-22,808,Accessories,Locks,33.7
2022-05-05,808,Accessories,Locks,45.9
2022-09-16,808,Accessories,Pumps,37.1
2023-01-28,808,Riders gears,Gloves,36.1
2019-05-07,809,Accessories,Pumps,32.7
2019-08-25,809,Riders gears,Shoes,99.2
2019-12-13,809,Accessories,Locks,33.6
2020-04-01,809,Riders gears,Gloves,41.9
2020-07-20,809,Accessories,Pumps,31.6
2020-11-07,809,Accessories,Locks,40.9
2021-02-25,809,Riders gears,Gloves,19.0
2021-06-15,809,Accessories,GPS,129.2
2021-10-03,809,Riders gears,Jackets,66.4
2022-01-21,809,Accessories,Locks,37.5
2022-05-11,809,Riders gears,Gloves,10.0
2022-08-29,809,Accessories,Pumps,37.9
2022-12-17,809,Riders gears,Gloves,10.0
2022-06-24,810,Accessories,Locks,27.9
2022-11-11,810,Bikes,Mountain Bikes,971.2
2020-03-29,811,Accessories,Locks,33.6
2020-07-18,811,Riders gears,Jackets,30.1
2020-11-06,811,Bikes,Mountain Bikes,911.5
2021-02-25,811,Accessories,Locks,45.0
2021-06-16,811,Riders gears,Shoes,85.3
2021-10-05,811,Riders gears,Helmets,155.7
2022-01-24,811,Accessories,Locks,40.9
2022-05-15,811,Riders gears,Shoes,55.4
2022-09-03,811,Riders gears,Helmets,103.2
2022-12-23,811,Riders gears,Jackets,220.1
2021-09-10,812,Accessories,GPS,181.4
2021-11-12,812,Riders gears,Shoes,75.2
2022-01-14,812,Riders gears,Jackets,69.4
2022-08-03,812,Bikes,eBikes,2144.9
2022-05-20,812,Accessories,Locks,40.1
2022-07-22,812,Riders gears,Shoes,60.8
2022-09-23,812,Accessories,GPS,113.0
2022-11-25,812,Riders gears,Jackets,50.8
2023-01-27,812,Accessories,Locks,46.8
2021-05-17,813,Riders gears,Jackets,134.7
2021-07-31,813,Accessories,GPS,118.7
2021-10-14,813,Accessories,Locks,31.7
2021-12-28,813,Riders gears,Helmets,146.9
2022-03-13,813,Riders gears,Jackets,103.5
2022-05-27,813,Bikes,Mountain Bikes,937.2
2022-08-10,813,Riders gears,Shoes,41.1
2022-10-24,813,Riders gears,Gloves,27.2
2023-01-07,813,Riders gears,Helmets,163.9
2019-12-09,814,Riders gears,Helmets,130.1
2020-03-01,814,Accessories,Locks,63.5
2020-05-23,814,Accessories,Locks,40.8
2020-08-14,814,Accessories,Pumps,38.5
2020-11-05,814,Riders gears,Gloves,10.0
2021-01-27,814,Accessories,Pumps,33.8
2021-04-20,814,Riders gears,Gloves,20.6
2021-07-12,814,Bikes,Roads,4395.8
2021-10-03,814,Accessories,Locks,32.2
2021-12-25,814,Riders gears,Shoes,74.8
2022-03-18,814,Accessories,Locks,54.6
2022-06-09,814,Accessories,Pumps,41.4
2022-08-31,814,Riders gears,Helmets,109.6
2022-08-03,814,Bikes,eBikes,2051.6
2023-02-13,814,Riders gears,Jackets,59.7
2022-06-24,815,Bikes,eBikes,2100.9
2022-09-11,816,Bikes,eBikes,4230.7
2020-04-26,816,Bikes,Mountain Bikes,775.2
2020-09-17,816,Riders gears,Gloves,26.7
2021-02-08,816,Accessories,Locks,48.5
2021-07-02,816,Bikes,Mountain Bikes,672.7
2021-11-23,816,Bikes,Roads,3163.1
2022-04-16,816,Accessories,Pumps,36.2
2022-09-07,816,Accessories,Locks,32.0
2023-01-29,816,Accessories,GPS,193.5
2021-01-06,817,Riders gears,Helmets,153.0
2021-04-04,817,Accessories,GPS,107.4
2021-07-01,817,Riders gears,Gloves,24.4
2021-09-27,817,Accessories,Locks,45.2
2021-12-24,817,Accessories,Locks,28.0
2022-03-22,817,Riders gears,Gloves,27.6
2022-06-18,817,Riders gears,Shoes,57.0
2022-09-14,817,Accessories,Pumps,35.2
2022-12-11,817,Accessories,Locks,51.8
2020-03-14,818,Accessories,Locks,27.4
2020-08-05,818,Riders gears,Gloves,24.3
2020-12-27,818,Accessories,GPS,111.9
2021-05-20,818,Bikes,Mountain Bikes,708.1
2021-10-11,818,Bikes,Mountain Bikes,816.3
2022-03-04,818,Riders gears,Shoes,86.9
2022-07-26,818,Bikes,Roads,4162.4
2022-12-17,818,Accessories,Locks,53.1
2021-05-23,819,Accessories,Pumps,37.8
2021-09-12,819,Riders gears,Gloves,22.3
2022-01-02,819,Riders gears,Shoes,88.4
2022-04-24,819,Bikes,Roads,3842.1
2022-08-14,819,Riders gears,Helmets,119.7
2022-12-04,819,Riders gears,Jackets,38.6
2020-12-31,820,Riders gears,Gloves,14.7
2021-05-22,820,Riders gears,Gloves,21.2
2021-10-11,820,Riders gears,Jackets,94.2
2022-03-02,820,Riders gears,Jackets,73.5
2022-07-22,820,Accessories,Locks,45.6
2022-12-11,820,Accessories,Pumps,44.9
2020-05-08,821,Riders gears,Shoes,36.8
2020-09-13,821,Accessories,Pumps,45.5
2021-01-19,821,Accessories,GPS,137.0
2021-05-27,821,Riders gears,Jackets,79.3
2021-10-02,821,Riders gears,Helmets,112.8
2022-02-07,821,Riders gears,Gloves,38.8
2022-06-15,821,Bikes,Mountain Bikes,815.9
2022-10-21,821,Riders gears,Gloves,36.7
2019-08-09,822,Accessories,Locks,73.0
2019-11-22,822,Accessories,Locks,41.9
2020-03-06,822,Accessories,Locks,41.9
2020-06-19,822,Accessories,Pumps,33.2
2020-10-02,822,Accessories,Locks,40.5
2021-01-15,822,Riders gears,Helmets,121.9
2021-04-30,822,Accessories,Locks,35.0
2021-08-13,822,Riders gears,Helmets,134.8
2021-11-26,822,Accessories,GPS,184.1
2022-09-04,822,Bikes,eBikes,1388.8
2022-06-24,822,Riders gears,Jackets,35.8
2022-10-07,822,Riders gears,Gloves,10.0
2023-01-20,822,Accessories,Locks,32.4
2021-05-31,823,Riders gears,Jackets,130.8
2021-11-29,824,Riders gears,Shoes,97.2
2022-03-17,824,Accessories,Locks,44.2
2022-07-03,824,Accessories,Locks,40.3
2022-10-19,824,Accessories,Pumps,30.7
2023-02-04,824,Riders gears,Gloves,25.0
2020-04-18,825,Riders gears,Shoes,73.6
2020-08-07,825,Riders gears,Gloves,33.3
2020-11-26,825,Riders gears,Jackets,77.8
2021-03-17,825,Riders gears,Gloves,21.4
2021-07-06,825,Riders gears,Helmets,86.5
2021-10-25,825,Riders gears,Jackets,89.4
2022-02-13,825,Riders gears,Jackets,80.9
2022-06-04,825,Accessories,Locks,53.2
2022-09-23,825,Riders gears,Helmets,113.4
2023-01-12,825,Riders gears,Jackets,83.8
2020-08-26,826,Accessories,Locks,42.0
2021-01-28,826,Accessories,Pumps,42.5
2021-07-02,826,Riders gears,Gloves,33.6
2021-12-04,826,Accessories,Pumps,40.9
2022-05-08,826,Riders gears,Jackets,42.1
2022-09-09,826,Bikes,eBikes,1399.7
2020-11-03,827,Riders gears,Gloves,24.0
2021-03-07,827,Accessories,Locks,36.4
2021-07-09,827,Accessories,Locks,51.6
2021-11-10,827,Accessories,Pumps,33.1
2022-03-14,827,Accessories,Locks,45.2
2022-07-16,827,Riders gears,Helmets,189.9
2022-11-17,827,Riders gears,Jackets,107.6
2022-04-16,828,Accessories,GPS,105.8
2022-08-30,828,Riders gears,Gloves,23.2
2023-01-13,828,Accessories,Locks,59.7
2022-04-07,829,Riders gears,Helmets,103.4
2022-08-20,829,Accessories,Locks,28.4
2023-01-02,829,Accessories,Pumps,39.4
2018-12-02,830,Accessories,Pumps,38.4
2019-04-26,830,Accessories,Locks,43.7
2019-09-18,830,Accessories,GPS,127.8
2020-02-10,830,Accessories,Pumps,36.4
2020-07-04,830,Accessories,Pumps,44.5
2020-11-26,830,Riders gears,Shoes,70.7
2021-04-20,830,Riders gears,Gloves,10.0
2021-09-12,830,Riders gears,Helmets,162.0
2022-02-04,830,Riders gears,Gloves,23.3
2022-10-01,830,Bikes,eBikes,2093.7
2022-11-21,830,Riders gears,Jackets,62.5
2020-05-21,831,Accessories,Locks,37.0
2020-10-13,831,Riders gears,Jackets,30.3
2021-03-07,831,Accessories,Pumps,43.1
2021-07-30,831,Accessories,Locks,42.4
2021-12-22,831,Accessories,Locks,42.7
2022-05-16,831,Accessories,Locks,53.4
2022-10-08,831,Riders gears,Helmets,137.8
2020-11-27,832,Accessories,Locks,39.4
2021-02-20,832,Riders gears,Helmets,133.0
2021-05-16,832,Riders gears,Gloves,15.5
2021-08-09,832,Riders gears,Shoes,68.6
2021-11-02,832,Riders gears,Gloves,26.7
2022-01-26,832,Riders gears,Helmets,127.7
2022-04-21,832,Accessories,Locks,49.1
2022-07-15,832,Accessories,Locks,32.4
2022-10-08,832,Riders gears,Shoes,73.1
2023-01-01,832,Accessories,GPS,140.8
2019-02-22,833,Riders gears,Shoes,72.3
2019-07-02,833,Accessories,GPS,95.6
2019-11-09,833,Bikes,Mountain Bikes,988.2
2020-03-18,833,Riders gears,Helmets,152.4
2020-07-26,833,Accessories,Locks,39.1
2020-12-03,833,Bikes,Roads,4037.0
2021-04-12,833,Riders gears,Jackets,73.8
2021-08-20,833,Accessories,Pumps,39.9
2021-12-28,833,Accessories,Locks,31.6
2022-05-07,833,Riders gears,Shoes,63.4
2022-09-14,833,Accessories,Locks,16.3
2023-01-22,833,Accessories,Locks,37.2
2020-04-13,834,Accessories,Locks,32.7
2020-06-19,834,Riders gears,Helmets,124.9
2020-08-25,834,Riders gears,Shoes,50.6
2022-10-11,834,Bikes,eBikes,2646.0
2021-01-06,834,Riders gears,Gloves,31.8
2021-03-14,834,Riders gears,Jackets,88.8
2021-05-20,834,Bikes,Roads,3140.4
2021-07-26,834,Accessories,Locks,43.9
2021-10-01,834,Accessories,GPS,100.1
2021-12-07,834,Accessories,Locks,28.5
2022-02-12,834,Bikes,Mountain Bikes,722.4
2022-04-20,834,Bikes,Roads,4071.1
2022-06-26,834,Riders gears,Helmets,149.2
2022-09-01,834,Accessories,Locks,41.7
2022-11-07,834,Riders gears,Jackets,135.1
2023-01-13,834,Bikes,Mountain Bikes,850.7
2021-05-05,835,Bikes,Roads,3363.3
2021-09-29,835,Accessories,Locks,34.3
2022-02-23,835,Riders gears,Shoes,57.3
2022-07-20,835,Bikes,Roads,2586.9
2022-12-14,835,Riders gears,Shoes,56.7
2022-01-15,836,Riders gears,Helmets,154.4
2022-05-11,836,Riders gears,Jackets,153.4
2022-09-04,836,Accessories,Pumps,29.9
2022-12-29,836,Accessories,GPS,190.1
2021-03-20,837,Bikes,Mountain Bikes,1081.0
2021-08-17,837,Accessories,Locks,36.9
2022-01-14,837,Riders gears,Helmets,173.4
2022-06-13,837,Bikes,Mountain Bikes,940.3
2022-11-10,837,Riders gears,Helmets,80.5
2020-12-06,838,Riders gears,Helmets,138.3
2021-03-22,838,Accessories,Locks,45.1
2021-07-06,838,Accessories,Locks,50.7
2021-10-20,838,Riders gears,Gloves,35.6
2022-02-03,838,Riders gears,Gloves,13.8
2022-05-20,838,Riders gears,Jackets,81.4
2022-09-03,838,Accessories,GPS,159.9
2022-12-18,838,Riders gears,Shoes,89.2
2018-07-23,839,Riders gears,Helmets,168.9
2018-12-13,839,Accessories,GPS,148.9
2019-05-05,839,Accessories,Locks,47.3
2019-09-25,839,Accessories,Locks,51.8
2020-02-15,839,Accessories,Pumps,50.9
2020-07-07,839,Accessories,Locks,41.6
2020-11-27,839,Riders gears,Shoes,93.0
2021-04-19,839,Riders gears,Jackets,62.8
2021-09-09,839,Bikes,Mountain Bikes,895.7
2022-01-30,839,Bikes,Mountain Bikes,747.6
2022-06-22,839,Riders gears,Gloves,15.8
2022-11-12,839,Riders gears,Gloves,22.9
2021-04-06,840,Accessories,Pumps,37.4
2021-08-08,840,Accessories,Locks,37.8
2021-12-10,840,Bikes,Mountain Bikes,609.3
2022-04-13,840,Accessories,Locks,13.0
2022-08-15,840,Riders gears,Gloves,24.9
2022-12-17,840,Accessories,GPS,83.9
2019-11-04,841,Bikes,Mountain Bikes,846.3
2020-09-09,842,Accessories,Pumps,46.3
2021-01-09,842,Accessories,Pumps,38.9
2021-05-11,842,Accessories,Locks,44.0
2021-09-10,842,Accessories,Locks,45.0
2022-01-10,842,Riders gears,Shoes,56.3
2022-05-12,842,Riders gears,Jackets,55.0
2022-09-11,842,Accessories,Locks,34.9
2023-01-11,842,Riders gears,Jackets,94.9
2021-09-16,843,Accessories,Locks,33.7
2021-12-22,843,Accessories,Locks,44.9
2022-03-29,843,Riders gears,Shoes,82.6
2022-07-04,843,Riders gears,Jackets,108.1
2022-10-09,843,Riders gears,Shoes,37.6
2023-01-14,843,Accessories,Pumps,33.2
2019-11-04,844,Bikes,Roads,2422.8
2020-04-04,844,Accessories,GPS,95.5
2020-09-03,844,Accessories,GPS,173.1
2021-02-02,844,Riders gears,Shoes,76.5
2021-07-04,844,Bikes,Roads,4627.5
2021-12-03,844,Riders gears,Jackets,45.0
2022-05-04,844,Accessories,Locks,52.5
2022-10-03,844,Riders gears,Helmets,109.9
2020-08-19,845,Bikes,Roads,3043.3
2020-12-31,845,Bikes,Mountain Bikes,576.2
2021-05-14,845,Riders gears,Helmets,117.8
2021-09-25,845,Riders gears,Jackets,107.6
2022-02-06,845,Bikes,Roads,2057.6
2022-06-20,845,Riders gears,Jackets,11.8
2022-11-01,845,Accessories,Locks,67.5
2022-08-30,846,Bikes,eBikes,1445.5
2019-10-11,846,Accessories,Locks,35.5
2020-01-21,846,Riders gears,Jackets,133.5
2020-05-02,846,Riders gears,Gloves,25.2
2020-08-12,846,Riders gears,Gloves,23.0
2020-11-22,846,Accessories,Pumps,43.7
2021-03-04,846,Bikes,Mountain Bikes,1119.7
2021-06-14,846,Bikes,Mountain Bikes,821.0
2021-09-24,846,Accessories,Locks,36.9
2022-01-04,846,Accessories,GPS,120.1
2022-04-16,846,Bikes,Mountain Bikes,770.7
2022-07-27,846,Riders gears,Gloves,19.3
2022-11-06,846,Bikes,Mountain Bikes,1327.8
2019-03-06,847,Bikes,Mountain Bikes,704.3
2019-06-13,847,Riders gears,Gloves,28.4
2019-09-20,847,Accessories,Locks,28.0
2019-12-28,847,Riders gears,Gloves,21.7
2020-04-05,847,Riders gears,Jackets,162.7
2020-07-13,847,Riders gears,Gloves,37.8
2020-10-20,847,Bikes,Roads,3902.2
2022-07-04,847,Bikes,eBikes,2042.2
2021-05-06,847,Accessories,Locks,54.0
2021-08-13,847,Riders gears,Jackets,80.8
2021-11-20,847,Accessories,Locks,54.5
2022-02-27,847,Riders gears,Gloves,24.3
2022-06-06,847,Riders gears,Gloves,13.0
2022-09-13,847,Riders gears,Gloves,15.7
2022-12-21,847,Accessories,GPS,123.5
2021-08-09,848,Bikes,Mountain Bikes,748.0
2021-12-14,848,Riders gears,Gloves,29.7
2022-07-04,848,Bikes,eBikes,1716.3
2022-08-25,848,Accessories,Pumps,45.7
2022-12-30,848,Riders gears,Shoes,91.6
2020-09-08,849,Riders gears,Shoes,79.2
2021-03-15,849,Accessories,Pumps,42.2
2021-09-19,849,Riders gears,Gloves,11.4
2022-03-26,849,Riders gears,Helmets,140.6
2022-09-30,849,Bikes,Mountain Bikes,997.6
2020-11-09,850,Accessories,Pumps,38.2
2021-03-24,850,Riders gears,Jackets,58.2
2021-08-06,850,Riders gears,Helmets,142.5
2021-12-19,850,Accessories,GPS,126.3
2022-05-03,850,Riders gears,Jackets,125.8
2022-09-15,850,Riders gears,Gloves,17.8
2023-01-28,850,Riders gears,Helmets,108.9
2020-04-10,851,Riders gears,Gloves,10.0
2020-08-07,851,Accessories,Pumps,38.1
2020-12-04,851,Riders gears,Helmets,101.5
2021-04-02,851,Accessories,Pumps,28.4
2021-07-30,851,Riders gears,Gloves,12.2
2021-11-26,851,Riders gears,Helmets,115.7
2022-03-25,851,Accessories,Locks,46.0
2022-07-22,851,Accessories,Pumps,41.4
2022-11-18,851,Riders gears,Jackets,98.5
2021-01-08,852,Accessories,Locks,53.7
2020-11-03,853,Bikes,Roads,4545.3
2021-03-16,853,Riders gears,Jackets,147.1
2021-07-27,853,Accessories,Pumps,37.8
2021-12-07,853,Bikes,Roads,4986.8
2022-04-19,853,Riders gears,Gloves,20.9
2022-08-30,853,Bikes,Roads,2690.0
2023-01-10,853,Accessories,Locks,37.5
2020-10-22,854,Riders gears,Helmets,133.5
2021-03-31,854,Riders gears,Jackets,105.4
2021-09-07,854,Riders gears,Shoes,129.6
2022-02-14,854,Accessories,GPS,159.1
2022-07-24,854,Bikes,Mountain Bikes,834.1
2022-12-31,854,Accessories,Pumps,40.5
2021-09-09,855,Accessories,GPS,177.4
2022-01-19,855,Accessories,Pumps,26.1
2022-05-31,855,Bikes,Mountain Bikes,1158.1
2022-10-10,855,Bikes,Roads,4242.6
2020-10-04,856,Accessories,GPS,154.4
2021-02-13,856,Riders gears,Jackets,65.9
2021-06-25,856,Bikes,Mountain Bikes,1378.7
2021-11-04,856,Riders gears,Shoes,68.8
2022-03-16,856,Accessories,Pumps,35.0
2022-07-26,856,Bikes,Mountain Bikes,1170.8
2022-12-05,856,Riders gears,Jackets,71.9
